,Instructor,Course,Term,Enroll,Evals,Rcmnd_Class,Rcmnd_Instructor,Study_Hrs_Per_Wk,Grade_Expected,Grade,Link
695,"Burgasser, Adam Jonathan",PHYS 160 - Stellar Astrophysics           A,FA10,22,8,87.5,100.0,6.75,3.25,3.28,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691828
696,"Dudko, Olga",PHYS 172 - Biophysics of Molecules        A,FA10,4,4,100.0,100.0,6.5,3.25,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=698404
697,"Paar, Hans Peter",PHYS 191 - Undergraduate Seminar/Physics  A,FA10,16,8,100.0,100.0,0.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691831
698,"Onuchic, Jose N",PHYS 1A  - Mechanics                      A,FA10,272,132,76.9,63.1,6.73,3.09,2.86,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691710
699,"Onuchic, Jose N",PHYS 1A  - Mechanics                      B,FA10,289,138,74.3,63.0,6.49,3.14,2.86,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691711
700,"Onuchic, Jose N",PHYS 1A  - Mechanics                      C,FA10,302,142,69.3,74.1,6.37,3.19,2.86,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691712
701,"Markowitz, Alex Gary",PHYS 1B  - Electricity and Magnetism      A,FA10,196,94,67.0,45.7,5.92,3.21,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691751
702,"Kritsuk, Alexei","PHYS 1C  - Waves, Optics & Modern Physics A",FA10,279,114,77.9,65.2,4.85,3.39,3.06,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691760
703,"Intriligator, Kenneth Arthur",PHYS 2A  - Physics-Mechanics              A,FA10,334,158,81.2,70.8,7.09,3.27,3.03,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691772
704,"Hicks, J. Charles",PHYS 2B  - Phys-Electricity and Magnetism A,FA10,253,123,53.7,32.5,8.98,2.84,2.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691776
705,"Butov, Leonid",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,FA10,164,87,79.1,72.9,4.75,3.4,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691778
706,"Groisman, Alexander","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",FA10,285,136,83.7,61.2,5.63,3.18,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691787
707,"Groisman, Alexander","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics B",FA10,221,105,79.8,63.1,6.03,3.32,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691789
708,"Keating, Brian","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",FA10,254,123,47.2,52.5,6.68,3.05,2.99,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691791
709,"Jenkins, Elizabeth",PHYS 4C  - Phys Majrs-Elect & Magnetism   A,FA10,30,13,92.3,100.0,5.88,3.54,3.21,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691807
710,"Tytler, David Robert",PHYS 5 - The Universe                   A,FA10,53,25,88.0,76.0,5.0,3.32,3.11,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691809
711,"Fuller, George Michael",PHYS 87 - Freshman Seminar               A,FA10,17,9,88.9,88.9,0.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=698998
712,"Burgasser, Adam Jonathan",PHYS 9 - The Solar System               A,FA10,52,30,86.2,89.7,3.81,3.8,3.74,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691811
713,"Kishimoto, Chad T.",PHYS 1A  - Mechanics                      A,SU10,72,26,92.3,92.3,8.66,3.64,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686132
714,"Rafelski, Marc A",PHYS 1A  - Mechanics                      A,SU10,54,26,84.6,88.5,8.35,3.19,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686402
715,"Markowitz, Alex Gary",PHYS 1B  - Electricity and Magnetism      A,SU10,47,23,95.5,72.7,8.05,3.27,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686135
716,"Whitmore, Jonathan Bradley",PHYS 1B  - Electricity and Magnetism      A,SU10,69,38,94.6,89.2,8.08,3.68,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686403
717,"Tucker, Laura Jane","PHYS 1C  - Waves, Optics & Modern Physics A",SU10,82,30,86.7,86.2,8.63,3.38,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686404
718,"Tucker, Laura Jane","PHYS 1C  - Waves, Optics & Modern Physics A",SU10,53,20,75.0,73.7,6.6,3.2,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686136
719,"Kostuk, Mark",PHYS 2A  - Physics-Mechanics              A,SU10,83,30,73.3,56.7,7.7,3.17,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686137
720,"Sharpee, Brian",PHYS 2B  - Phys-Electricity and Magnetism A,SU10,109,38,73.7,73.7,8.99,3.14,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686139
721,"Uttayarat, Patipan",PHYS 2B  - Phys-Electricity and Magnetism A,SU10,77,28,50.0,25.0,9.64,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686406
722,"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,SU10,42,18,83.3,94.4,6.74,3.41,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686141
723,"Hicks, J. Charles","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",SU10,66,20,85.0,50.0,8.6,3.05,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686408
724,"Hicks, J. Charles","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",SU10,79,21,76.2,71.4,9.07,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686142
725,"Paddock, Mark","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",SU10,102,45,55.6,80.0,8.23,3.21,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686410
726,"Pathria, Raj K.",PHYS 2D  - Phys-Relativity&Quantm Physics A,SU10,94,39,59.0,44.7,8.96,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686411
727,"Shpyrko, Oleg",PHYS 100C  - Electromagnetism               A,SP10,37,18,88.9,100.0,7.5,3.28,3.49,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681309
728,"Murphy, Thomas",PHYS 12 - Energy and the Environment     A,SP10,36,31,93.5,96.8,4.1,3.48,3.42,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681165
729,"Driscoll, Charles F.",PHYS 120A  - Physical Measurements          A,SP10,39,24,87.0,95.7,11.63,3.61,3.17,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681311
730,"Abarbanel, Henry Don Isaac",PHYS 130A  - Quantum Physics                A,SP10,51,28,84.6,92.0,10.13,3.04,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681315
731,"Maple, M. Brian",PHYS 133 - Condensed Matter/Material Sci  A,SP10,6,3,100.0,100.0,10.5,3.67,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681167
732,"Kuti, Julius",PHYS 142 - Comp Phys II:PDE & Matrix Modl A,SP10,6,2,100.0,100.0,8.5,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681168
733,"Driscoll, Charles F.",PHYS 151 - Elementary Plasma Physics      A,SP10,20,9,88.9,100.0,5.17,3.71,2.76,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681170
734,"Jenkins, Elizabeth",PHYS 154 - Elementary Particle Physics    A,SP10,7,3,100.0,100.0,5.17,3.33,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681171
735,"Coil, Alison",PHYS 162 - Galaxies and Cosmology         A,SP10,22,11,100.0,81.8,6.32,3.55,2.99,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681172
736,"Kleinfeld, David",PHYS 173 - Modern Physics Lab:Bio&Quantum A,SP10,11,5,80.0,100.0,8.0,3.75,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681173
737,"Wolfe, Arthur Michael",PHYS 1A  - Mechanics                      A,SP10,232,96,68.8,35.8,5.91,3.09,2.77,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681284
738,"Onuchic, Jose N",PHYS 1B  - Electricity and Magnetism      A,SP10,310,127,69.8,54.0,4.93,3.26,2.96,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681285
739,"Okamura, Melvin Y.","PHYS 1C  - Waves, Optics & Modern Physics A",SP10,340,138,73.0,70.1,4.41,3.34,2.84,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681286
740,"Levine, Herbert","PHYS 1C  - Waves, Optics & Modern Physics B",SP10,352,169,76.0,82.6,4.13,3.46,2.96,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681287
741,"Anderson, Michael G.","PHYS 1C  - Waves, Optics & Modern Physics C",SP10,180,78,90.8,98.7,4.66,3.41,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681288
742,"Dudko, Olga",PHYS 2A  - Physics-Mechanics              A,SP10,297,121,86.0,91.7,6.95,3.16,2.84,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681289
743,"Onuchic, Jose N",PHYS 2B  - Phys-Electricity and Magnetism A,SP10,311,171,65.7,71.2,6.21,3.03,2.87,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681291
744,"Sinha, Sunil K",PHYS 2B  - Phys-Electricity and Magnetism B,SP10,341,143,77.1,70.3,5.77,3.26,2.94,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681293
745,"Butov, Leonid",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,SP10,243,96,82.1,69.5,4.31,3.66,3.43,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681295
746,"Groisman, Alexander","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",SP10,190,65,79.7,81.0,4.97,3.22,2.88,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681296
747,"HICKS, JAY C","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",SP10,159,72,51.5,52.9,6.53,3.18,2.87,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681298
748,"Hwa, Terence T.",PHYS 2D  - Phys-Relativity&Quantm Physics A,SP10,90,46,65.1,90.9,6.77,3.05,2.91,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681299
749,"Keating, Brian",PHYS 2DL - Physics Lab-Modern Physics     A,SP10,43,17,82.4,76.5,5.91,3.65,3.33,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681301
750,"Surko, Clifford M","PHYS 4B  - Phys Majrs-Mech,Fluid,Wav,Heat A",SP10,37,19,78.9,52.6,5.94,3.26,2.86,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681305
751,"Hirsch, Jorge Eduardo",PHYS 4E  - Physics Majors-Quantum Physics A,SP10,28,12,100.0,25.0,6.83,2.75,3.0,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681307
752,"Burgasser, Adam Jonathan",PHYS 9 - The Solar System               A,SP10,95,48,95.7,87.0,3.41,3.72,3.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=681164
753,"Anderson, Michael G.",PHYS 10 - Concepts In Physics            A,WI10,181,81,84.8,87.3,4.63,3.33,3.05,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673750
754,"Surko, Clifford M",PHYS 100B  - Electromagnetism               A,WI10,43,25,92.0,80.0,7.06,3.13,2.88,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673752
755,"Dubin, Daniel Herschel",PHYS 105B  - Mathematical&Computational Phy A,WI10,8,4,100.0,100.0,13.5,3.25,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673754
756,"Wu, Congjun",PHYS 110B  - Mechanics                      A,WI10,34,13,92.3,92.3,7.42,3.69,3.22,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673756
757,"Murphy, Thomas",PHYS 121 - Experimental Techniques        A,WI10,22,10,100.0,100.0,6.3,3.5,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673764
758,"Sham, Lu Jeu",PHYS 130C  - Quantum Physics                A,WI10,8,2,100.0,50.0,7.5,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673758
759,"Pathria, Raj K.",PHYS 140B  - Statistical & Thermal Physics  A,WI10,21,5,100.0,100.0,8.9,3.4,3.02,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673760
760,"Kuti, Julius",PHYS 141 - Comp Phys I:Prob Models & Simu A,WI10,4,1,100.0,100.0,4.5,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673766
761,"Butov, Leonid",PHYS 152A  - Condensed Matter Physics       A,WI10,11,2,100.0,50.0,3.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673762
762,"Griest, Kim",PHYS 161 - Black Holes & Milky Way Galaxy A,WI10,28,13,92.3,92.3,9.27,3.75,2.91,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673768
763,"Dudko, Olga",PHYS 172 - Biophysics of Molecules        A,WI10,8,4,100.0,75.0,3.5,3.67,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673770
764,"Burgasser, Adam Jonathan",PHYS 1A  - Mechanics                      A,WI10,259,132,84.0,93.1,5.44,3.27,3.47,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673646
765,"Levine, Herbert",PHYS 1B  - Electricity and Magnetism      A,WI10,299,107,85.0,96.3,4.33,3.34,2.97,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673658
766,"Dynes, Robert C.",PHYS 1B  - Electricity and Magnetism      B,WI10,292,111,66.7,86.5,4.5,3.35,3.03,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673659
767,"Groisman, Alexander",PHYS 1B  - Electricity and Magnetism      C,WI10,282,105,80.8,84.6,4.98,3.4,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673660
768,"Okamura, Melvin Y.","PHYS 1C  - Waves, Optics & Modern Physics A",WI10,182,60,76.3,61.0,4.33,3.29,2.81,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673697
769,"Schuller, Ivan K",PHYS 2A  - Physics-Mechanics              A,WI10,245,113,77.7,51.8,5.79,2.94,2.9,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=673706
